datahora,Qsac
2019-03-04T00:00:00+00:00,13.993
2019-03-04T06:00:00+00:00,18.119
2019-03-04T12:00:00+00:00,23.047
2019-03-04T18:00:00+00:00,25.360
2019-03-05T00:00:00+00:00,24.652
2019-03-05T06:00:00+00:00,22.258
2019-03-05T12:00:00+00:00,19.562
2019-03-05T18:00:00+00:00,17.301
2019-03-06T00:00:00+00:00,15.677
2019-03-06T06:00:00+00:00,14.616
2019-03-06T12:00:00+00:00,14.274
2019-03-06T18:00:00+00:00,15.659
2019-03-07T00:00:00+00:00,17.033
2019-03-07T06:00:00+00:00,17.871
2019-03-07T12:00:00+00:00,19.874
2019-03-07T18:00:00+00:00,26.474
2019-03-08T00:00:00+00:00,33.293
2019-03-08T06:00:00+00:00,35.926
2019-03-08T12:00:00+00:00,34.698
2019-03-08T18:00:00+00:00,31.278
2019-03-09T00:00:00+00:00,27.419
2019-03-09T06:00:00+00:00,26.239
2019-03-09T12:00:00+00:00,26.867
2019-03-09T18:00:00+00:00,27.481
2019-03-10T00:00:00+00:00,28.997
2019-03-10T06:00:00+00:00,29.757
2019-03-10T12:00:00+00:00,28.294
2019-03-10T18:00:00+00:00,25.387
2019-03-11T00:00:00+00:00,22.275
2019-03-11T06:00:00+00:00,20.038
2019-03-11T12:00:00+00:00,18.442
2019-03-11T18:00:00+00:00,17.061
2019-03-12T00:00:00+00:00,15.829
2019-03-12T06:00:00+00:00,14.910
2019-03-12T12:00:00+00:00,14.266
2019-03-12T18:00:00+00:00,13.797
2019-03-13T00:00:00+00:00,13.537
2019-03-13T06:00:00+00:00,13.377
2019-03-13T12:00:00+00:00,13.272
2019-03-13T18:00:00+00:00,13.238
2019-03-14T00:00:00+00:00,13.471
2019-03-14T06:00:00+00:00,13.991
2019-03-14T12:00:00+00:00,14.297
2019-03-14T18:00:00+00:00,14.219
2019-03-15T00:00:00+00:00,13.924
2019-03-15T06:00:00+00:00,13.589
2019-03-15T12:00:00+00:00,13.304
2019-03-15T18:00:00+00:00,13.428
2019-03-16T00:00:00+00:00,15.726
2019-03-16T06:00:00+00:00,20.622
2019-03-16T12:00:00+00:00,24.756
2019-03-16T18:00:00+00:00,25.912
2019-03-17T00:00:00+00:00,24.941
2019-03-17T06:00:00+00:00,23.134
2019-03-17T12:00:00+00:00,21.076
2019-03-17T18:00:00+00:00,18.976
2019-03-18T00:00:00+00:00,17.255
2019-03-18T06:00:00+00:00,16.571
2019-03-18T12:00:00+00:00,16.345
2019-03-18T18:00:00+00:00,15.889
2019-03-19T00:00:00+00:00,15.302
2019-03-19T06:00:00+00:00,14.738
2019-03-19T12:00:00+00:00,14.196
2019-03-19T18:00:00+00:00,13.734
2019-03-20T00:00:00+00:00,13.589
2019-03-20T06:00:00+00:00,14.551
2019-03-20T12:00:00+00:00,15.616
2019-03-20T18:00:00+00:00,15.848
2019-03-21T00:00:00+00:00,16.003
2019-03-21T06:00:00+00:00,19.039
2019-03-21T12:00:00+00:00,22.515
2019-03-21T18:00:00+00:00,23.704
2019-03-22T00:00:00+00:00,22.706
2019-03-22T06:00:00+00:00,20.662
2019-03-22T12:00:00+00:00,18.479
2019-03-22T18:00:00+00:00,16.639
2019-03-23T00:00:00+00:00,15.268
2019-03-23T06:00:00+00:00,14.367
2019-03-23T12:00:00+00:00,13.794
2019-03-23T18:00:00+00:00,13.440
2019-03-24T00:00:00+00:00,13.162
2019-03-24T06:00:00+00:00,13.041
2019-03-24T12:00:00+00:00,12.968
2019-03-24T18:00:00+00:00,12.913
2019-03-25T00:00:00+00:00,12.869
2019-03-25T06:00:00+00:00,12.829
2019-03-25T12:00:00+00:00,12.790
2019-03-25T18:00:00+00:00,12.752
2019-03-26T00:00:00+00:00,12.716
2019-03-26T06:00:00+00:00,12.685
2019-03-26T12:00:00+00:00,12.654
2019-03-26T18:00:00+00:00,12.618
2019-03-27T00:00:00+00:00,12.578
2019-03-27T06:00:00+00:00,12.538
2019-03-27T12:00:00+00:00,12.498
2019-03-27T18:00:00+00:00,12.459
2019-03-28T00:00:00+00:00,12.421
2019-03-28T06:00:00+00:00,12.384
2019-03-28T12:00:00+00:00,12.347
2019-03-28T18:00:00+00:00,12.311
2019-03-29T00:00:00+00:00,12.275
2019-03-29T06:00:00+00:00,12.239
2019-03-29T12:00:00+00:00,12.203
2019-03-29T18:00:00+00:00,12.168
2019-03-30T00:00:00+00:00,12.133
2019-03-30T06:00:00+00:00,12.097
2019-03-30T12:00:00+00:00,12.062
2019-03-30T18:00:00+00:00,12.027
2019-03-31T00:00:00+00:00,11.992
2019-03-31T06:00:00+00:00,11.958
2019-03-31T12:00:00+00:00,11.923
2019-03-31T18:00:00+00:00,11.889
2019-04-01T00:00:00+00:00,11.854
2019-04-01T06:00:00+00:00,11.820
2019-04-01T12:00:00+00:00,11.786
2019-04-01T18:00:00+00:00,11.752
2019-04-02T00:00:00+00:00,11.718
2019-04-02T06:00:00+00:00,11.684
2019-04-02T12:00:00+00:00,11.651
2019-04-02T18:00:00+00:00,11.617
2019-04-03T00:00:00+00:00,11.584
2019-04-03T06:00:00+00:00,11.551
2019-04-03T12:00:00+00:00,11.518
2019-04-03T18:00:00+00:00,11.485
2019-04-04T00:00:00+00:00,11.452
2019-04-04T06:00:00+00:00,11.419
2019-04-04T12:00:00+00:00,11.386
2019-04-04T18:00:00+00:00,11.354
2019-04-05T00:00:00+00:00,11.321
2019-04-05T06:00:00+00:00,11.289
2019-04-05T12:00:00+00:00,11.257
2019-04-05T18:00:00+00:00,11.225
2019-04-06T00:00:00+00:00,11.200
2019-04-06T06:00:00+00:00,11.215
2019-04-06T12:00:00+00:00,11.241
2019-04-06T18:00:00+00:00,11.232
2019-04-07T00:00:00+00:00,11.188
2019-04-07T06:00:00+00:00,11.142
2019-04-07T12:00:00+00:00,11.184
2019-04-07T18:00:00+00:00,11.666
2019-04-08T00:00:00+00:00,12.201
2019-04-08T06:00:00+00:00,12.335
2019-04-08T12:00:00+00:00,12.108
2019-04-08T18:00:00+00:00,11.746
2019-04-09T00:00:00+00:00,11.403
2019-04-09T06:00:00+00:00,11.140
2019-04-09T12:00:00+00:00,10.958
2019-04-09T18:00:00+00:00,10.836
2019-04-10T00:00:00+00:00,10.762
2019-04-10T06:00:00+00:00,10.753
2019-04-10T12:00:00+00:00,10.742
2019-04-10T18:00:00+00:00,10.713
2019-04-11T00:00:00+00:00,10.664
2019-04-11T06:00:00+00:00,10.608
2019-04-11T12:00:00+00:00,10.557
2019-04-11T18:00:00+00:00,10.511
2019-04-12T00:00:00+00:00,10.472
2019-04-12T06:00:00+00:00,10.437
2019-04-12T12:00:00+00:00,10.405
2019-04-12T18:00:00+00:00,10.374
2019-04-13T00:00:00+00:00,10.343
2019-04-13T06:00:00+00:00,10.314
2019-04-13T12:00:00+00:00,10.287
2019-04-13T18:00:00+00:00,10.265
2019-04-14T00:00:00+00:00,10.243
2019-04-14T06:00:00+00:00,10.223
2019-04-14T12:00:00+00:00,10.233
2019-04-14T18:00:00+00:00,10.243
2019-04-15T00:00:00+00:00,10.223
2019-04-15T06:00:00+00:00,10.177
2019-04-15T12:00:00+00:00,10.124
2019-04-15T18:00:00+00:00,10.073
2019-04-16T00:00:00+00:00,10.029
2019-04-16T06:00:00+00:00,9.991
2019-04-16T12:00:00+00:00,9.956
2019-04-16T18:00:00+00:00,9.925
2019-04-17T00:00:00+00:00,9.959
2019-04-17T06:00:00+00:00,10.293
2019-04-17T12:00:00+00:00,10.606
2019-04-17T18:00:00+00:00,10.643
2019-04-18T00:00:00+00:00,10.480
2019-04-18T06:00:00+00:00,10.254
2019-04-18T12:00:00+00:00,10.052
2019-04-18T18:00:00+00:00,9.903
2019-04-19T00:00:00+00:00,9.800
2019-04-19T06:00:00+00:00,9.725
2019-04-19T12:00:00+00:00,9.669
2019-04-19T18:00:00+00:00,9.624
2019-04-20T00:00:00+00:00,9.580
2019-04-20T06:00:00+00:00,9.551
2019-04-20T12:00:00+00:00,9.523
2019-04-20T18:00:00+00:00,9.496
2019-04-21T00:00:00+00:00,9.470
2019-04-21T06:00:00+00:00,9.444
2019-04-21T12:00:00+00:00,9.418
2019-04-21T18:00:00+00:00,9.393
2019-04-22T00:00:00+00:00,9.367
2019-04-22T06:00:00+00:00,9.342
2019-04-22T12:00:00+00:00,9.316
2019-04-22T18:00:00+00:00,9.292
2019-04-23T00:00:00+00:00,9.272
2019-04-23T06:00:00+00:00,9.255
2019-04-23T12:00:00+00:00,9.234
2019-04-23T18:00:00+00:00,9.208
2019-04-24T00:00:00+00:00,9.179
2019-04-24T06:00:00+00:00,9.150
2019-04-24T12:00:00+00:00,9.122
2019-04-24T18:00:00+00:00,9.095
2019-04-25T00:00:00+00:00,9.069
2019-04-25T06:00:00+00:00,9.044
2019-04-25T12:00:00+00:00,9.019
2019-04-25T18:00:00+00:00,8.995
2019-04-26T00:00:00+00:00,8.983
2019-04-26T06:00:00+00:00,9.033
2019-04-26T12:00:00+00:00,9.076
2019-04-26T18:00:00+00:00,9.068
2019-04-27T00:00:00+00:00,9.097
2019-04-27T06:00:00+00:00,9.469
2019-04-27T12:00:00+00:00,9.798
2019-04-27T18:00:00+00:00,9.802
2019-04-28T00:00:00+00:00,9.724
2019-04-28T06:00:00+00:00,10.249
2019-04-28T12:00:00+00:00,10.953
2019-04-28T18:00:00+00:00,13.112
2019-04-29T00:00:00+00:00,20.435
2019-04-29T06:00:00+00:00,26.641
2019-04-29T12:00:00+00:00,27.205
2019-04-29T18:00:00+00:00,23.822
2019-04-30T00:00:00+00:00,19.376
2019-04-30T06:00:00+00:00,15.531
2019-04-30T12:00:00+00:00,12.767
2019-04-30T18:00:00+00:00,10.989
2019-05-01T00:00:00+00:00,9.912
2019-05-01T06:00:00+00:00,9.312
2019-05-01T12:00:00+00:00,8.964
2019-05-01T18:00:00+00:00,8.672
2019-05-02T00:00:00+00:00,8.623
2019-05-02T06:00:00+00:00,8.598
2019-05-02T12:00:00+00:00,8.575
2019-05-02T18:00:00+00:00,8.552
2019-05-03T00:00:00+00:00,8.529
2019-05-03T06:00:00+00:00,8.506
2019-05-03T12:00:00+00:00,8.484
2019-05-03T18:00:00+00:00,8.461
2019-05-04T00:00:00+00:00,8.439
2019-05-04T06:00:00+00:00,8.417
2019-05-04T12:00:00+00:00,8.394
2019-05-04T18:00:00+00:00,8.372
2019-05-05T00:00:00+00:00,8.350
2019-05-05T06:00:00+00:00,8.328
2019-05-05T12:00:00+00:00,8.306
2019-05-05T18:00:00+00:00,8.284
2019-05-06T00:00:00+00:00,8.262
2019-05-06T06:00:00+00:00,8.241
2019-05-06T12:00:00+00:00,8.219
2019-05-06T18:00:00+00:00,8.199
2019-05-07T00:00:00+00:00,8.190
2019-05-07T06:00:00+00:00,8.209
2019-05-07T12:00:00+00:00,8.219
2019-05-07T18:00:00+00:00,8.247
2019-05-08T00:00:00+00:00,8.688
2019-05-08T06:00:00+00:00,10.058
2019-05-08T12:00:00+00:00,11.092
2019-05-08T18:00:00+00:00,11.092
2019-05-09T00:00:00+00:00,10.459
2019-05-09T06:00:00+00:00,9.688
2019-05-09T12:00:00+00:00,9.038
2019-05-09T18:00:00+00:00,8.574
2019-05-10T00:00:00+00:00,8.274
2019-05-10T06:00:00+00:00,8.090
2019-05-10T12:00:00+00:00,7.979
2019-05-10T18:00:00+00:00,7.905
2019-05-11T00:00:00+00:00,7.842
2019-05-11T06:00:00+00:00,7.999
2019-05-11T12:00:00+00:00,9.065
2019-05-11T18:00:00+00:00,10.324
2019-05-12T00:00:00+00:00,10.841
2019-05-12T06:00:00+00:00,10.988
2019-05-12T12:00:00+00:00,11.180
2019-05-12T18:00:00+00:00,11.037
2019-05-13T00:00:00+00:00,10.427
2019-05-13T06:00:00+00:00,9.653
2019-05-13T12:00:00+00:00,8.953
2019-05-13T18:00:00+00:00,8.426
2019-05-14T00:00:00+00:00,8.071
2019-05-14T06:00:00+00:00,7.829
2019-05-14T12:00:00+00:00,7.696
2019-05-14T18:00:00+00:00,7.621
2019-05-15T00:00:00+00:00,7.564
2019-05-15T06:00:00+00:00,7.524
2019-05-15T12:00:00+00:00,7.506
2019-05-15T18:00:00+00:00,7.494
2019-05-16T00:00:00+00:00,7.483
2019-05-16T06:00:00+00:00,7.465
2019-05-16T12:00:00+00:00,7.442
2019-05-16T18:00:00+00:00,7.421
2019-05-17T00:00:00+00:00,7.411
2019-05-17T06:00:00+00:00,7.400
2019-05-17T12:00:00+00:00,7.381
2019-05-17T18:00:00+00:00,7.357
2019-05-18T00:00:00+00:00,7.330
2019-05-18T06:00:00+00:00,7.306
2019-05-18T12:00:00+00:00,7.283
2019-05-18T18:00:00+00:00,7.261
2019-05-19T00:00:00+00:00,7.241
2019-05-19T06:00:00+00:00,7.222
2019-05-19T12:00:00+00:00,7.203
2019-05-19T18:00:00+00:00,7.185
2019-05-20T00:00:00+00:00,7.166
2019-05-20T06:00:00+00:00,7.148
2019-05-20T12:00:00+00:00,7.130
2019-05-20T18:00:00+00:00,7.112
2019-05-21T00:00:00+00:00,7.094
2019-05-21T06:00:00+00:00,7.076
2019-05-21T12:00:00+00:00,7.059
2019-05-21T18:00:00+00:00,7.049
2019-05-22T00:00:00+00:00,7.037
2019-05-22T06:00:00+00:00,7.020
2019-05-22T12:00:00+00:00,7.000
2019-05-22T18:00:00+00:00,6.978
2019-05-23T00:00:00+00:00,6.958
2019-05-23T06:00:00+00:00,6.938
2019-05-23T12:00:00+00:00,6.964
2019-05-23T18:00:00+00:00,7.267
2019-05-24T00:00:00+00:00,8.225
2019-05-24T06:00:00+00:00,11.647
2019-05-24T12:00:00+00:00,18.783
2019-05-24T18:00:00+00:00,24.055
2019-05-25T00:00:00+00:00,24.224
2019-05-25T06:00:00+00:00,20.933
2019-05-25T12:00:00+00:00,16.773
2019-05-25T18:00:00+00:00,13.215
2019-05-26T00:00:00+00:00,10.679
2019-05-26T06:00:00+00:00,9.061
2019-05-26T12:00:00+00:00,8.096
2019-05-26T18:00:00+00:00,7.549
2019-05-27T00:00:00+00:00,7.216
2019-05-27T06:00:00+00:00,6.988
2019-05-27T12:00:00+00:00,6.941
2019-05-27T18:00:00+00:00,6.930
2019-05-28T00:00:00+00:00,6.919
2019-05-28T06:00:00+00:00,6.902
2019-05-28T12:00:00+00:00,6.882
2019-05-28T18:00:00+00:00,6.981
2019-05-29T00:00:00+00:00,7.778
2019-05-29T06:00:00+00:00,9.167
2019-05-29T12:00:00+00:00,10.269
2019-05-29T18:00:00+00:00,10.431
2019-05-30T00:00:00+00:00,9.823
2019-05-30T06:00:00+00:00,8.966
2019-05-30T12:00:00+00:00,8.191
2019-05-30T18:00:00+00:00,7.634
2019-05-31T00:00:00+00:00,7.316
2019-05-31T06:00:00+00:00,7.267
2019-05-31T12:00:00+00:00,7.274
2019-05-31T18:00:00+00:00,7.192
2019-06-01T00:00:00+00:00,7.247
2019-06-01T06:00:00+00:00,8.400
2019-06-01T12:00:00+00:00,10.563
2019-06-01T18:00:00+00:00,12.423
2019-06-02T00:00:00+00:00,13.488
2019-06-02T06:00:00+00:00,13.944
2019-06-02T12:00:00+00:00,13.869
2019-06-02T18:00:00+00:00,14.805
2019-06-03T00:00:00+00:00,16.744
2019-06-03T06:00:00+00:00,21.485
2019-06-03T12:00:00+00:00,29.110
2019-06-03T18:00:00+00:00,33.468
2019-06-04T00:00:00+00:00,32.057
2019-06-04T06:00:00+00:00,26.971
2019-06-04T12:00:00+00:00,21.326
2019-06-04T18:00:00+00:00,16.694
2019-06-05T00:00:00+00:00,13.450
2019-06-05T06:00:00+00:00,11.409
2019-06-05T12:00:00+00:00,10.169
2019-06-05T18:00:00+00:00,9.491
2019-06-06T00:00:00+00:00,9.067
2019-06-06T06:00:00+00:00,8.812
2019-06-06T12:00:00+00:00,8.747
2019-06-06T18:00:00+00:00,8.720
2019-06-07T00:00:00+00:00,8.696
2019-06-07T06:00:00+00:00,8.671
2019-06-07T12:00:00+00:00,8.649
2019-06-07T18:00:00+00:00,8.632
2019-06-08T00:00:00+00:00,8.615
2019-06-08T06:00:00+00:00,8.592
2019-06-08T12:00:00+00:00,8.567
2019-06-08T18:00:00+00:00,8.547
2019-06-09T00:00:00+00:00,8.527
2019-06-09T06:00:00+00:00,8.502
2019-06-09T12:00:00+00:00,8.475
2019-06-09T18:00:00+00:00,8.447
2019-06-10T00:00:00+00:00,8.420
2019-06-10T06:00:00+00:00,8.395
2019-06-10T12:00:00+00:00,8.370
2019-06-10T18:00:00+00:00,8.347
2019-06-11T00:00:00+00:00,8.323
2019-06-11T06:00:00+00:00,8.301
2019-06-11T12:00:00+00:00,8.279
2019-06-11T18:00:00+00:00,8.264
2019-06-12T00:00:00+00:00,8.248
2019-06-12T06:00:00+00:00,8.226
2019-06-12T12:00:00+00:00,8.201
2019-06-12T18:00:00+00:00,8.175
2019-06-13T00:00:00+00:00,8.150
2019-06-13T06:00:00+00:00,8.126
2019-06-13T12:00:00+00:00,8.102
2019-06-13T18:00:00+00:00,8.080
2019-06-14T00:00:00+00:00,8.057
2019-06-14T06:00:00+00:00,8.035
2019-06-14T12:00:00+00:00,8.013
2019-06-14T18:00:00+00:00,7.992
2019-06-15T00:00:00+00:00,7.970
2019-06-15T06:00:00+00:00,7.949
2019-06-15T12:00:00+00:00,7.929
2019-06-15T18:00:00+00:00,7.915
2019-06-16T00:00:00+00:00,7.900
2019-06-16T06:00:00+00:00,7.880
2019-06-16T12:00:00+00:00,7.856
2019-06-16T18:00:00+00:00,7.831
2019-06-17T00:00:00+00:00,7.807
2019-06-17T06:00:00+00:00,7.784
2019-06-17T12:00:00+00:00,7.763
2019-06-17T18:00:00+00:00,7.748
2019-06-18T00:00:00+00:00,7.734
2019-06-18T06:00:00+00:00,7.714
2019-06-18T12:00:00+00:00,7.690
2019-06-18T18:00:00+00:00,7.666
2019-06-19T00:00:00+00:00,7.642
2019-06-19T06:00:00+00:00,7.620
2019-06-19T12:00:00+00:00,7.598
2019-06-19T18:00:00+00:00,7.577
2019-06-20T00:00:00+00:00,7.557
2019-06-20T06:00:00+00:00,7.536
2019-06-20T12:00:00+00:00,7.516
2019-06-20T18:00:00+00:00,7.496
2019-06-21T00:00:00+00:00,7.476
2019-06-21T06:00:00+00:00,7.457
2019-06-21T12:00:00+00:00,7.437
2019-06-21T18:00:00+00:00,7.417
2019-06-22T00:00:00+00:00,7.398
2019-06-22T06:00:00+00:00,7.378
2019-06-22T12:00:00+00:00,7.360
2019-06-22T18:00:00+00:00,7.348
2019-06-23T00:00:00+00:00,7.335
2019-06-23T06:00:00+00:00,7.317
2019-06-23T12:00:00+00:00,7.296
2019-06-23T18:00:00+00:00,7.280
2019-06-24T00:00:00+00:00,7.264
2019-06-24T06:00:00+00:00,7.244
2019-06-24T12:00:00+00:00,7.221
2019-06-24T18:00:00+00:00,7.197
2019-06-25T00:00:00+00:00,7.175
2019-06-25T06:00:00+00:00,7.153
2019-06-25T12:00:00+00:00,7.133
2019-06-25T18:00:00+00:00,7.115
2019-06-26T00:00:00+00:00,7.103
2019-06-26T06:00:00+00:00,7.090
2019-06-26T12:00:00+00:00,7.073
2019-06-26T18:00:00+00:00,7.082
2019-06-27T00:00:00+00:00,7.255
2019-06-27T06:00:00+00:00,7.506
2019-06-27T12:00:00+00:00,7.624
2019-06-27T18:00:00+00:00,7.566
2019-06-28T00:00:00+00:00,7.426
2019-06-28T06:00:00+00:00,7.274
2019-06-28T12:00:00+00:00,7.139
2019-06-28T18:00:00+00:00,7.034
2019-06-29T00:00:00+00:00,6.958
2019-06-29T06:00:00+00:00,6.904
2019-06-29T12:00:00+00:00,6.865
2019-06-29T18:00:00+00:00,6.832
2019-06-30T00:00:00+00:00,6.808
2019-06-30T06:00:00+00:00,6.789
2019-06-30T12:00:00+00:00,6.771
2019-06-30T18:00:00+00:00,6.753
2019-07-01T00:00:00+00:00,6.736
2019-07-01T06:00:00+00:00,6.718
2019-07-01T12:00:00+00:00,6.701
2019-07-01T18:00:00+00:00,6.684
2019-07-02T00:00:00+00:00,6.667
2019-07-02T06:00:00+00:00,6.650
2019-07-02T12:00:00+00:00,6.633
2019-07-02T18:00:00+00:00,6.616
2019-07-03T00:00:00+00:00,6.599
2019-07-03T06:00:00+00:00,6.582
2019-07-03T12:00:00+00:00,6.565
2019-07-03T18:00:00+00:00,6.910
2019-07-04T00:00:00+00:00,8.976
2019-07-04T06:00:00+00:00,11.138
2019-07-04T12:00:00+00:00,13.120
2019-07-04T18:00:00+00:00,14.622
2019-07-05T00:00:00+00:00,14.674
2019-07-05T06:00:00+00:00,13.890
2019-07-05T12:00:00+00:00,14.984
2019-07-05T18:00:00+00:00,16.458
2019-07-06T00:00:00+00:00,16.139
2019-07-06T06:00:00+00:00,14.255
2019-07-06T12:00:00+00:00,11.958
2019-07-06T18:00:00+00:00,9.951
2019-07-07T00:00:00+00:00,8.554
2019-07-07T06:00:00+00:00,7.625
2019-07-07T12:00:00+00:00,7.081
2019-07-07T18:00:00+00:00,6.787
2019-07-08T00:00:00+00:00,6.623
2019-07-08T06:00:00+00:00,6.483
2019-07-08T12:00:00+00:00,6.437
2019-07-08T18:00:00+00:00,6.419
2019-07-09T00:00:00+00:00,6.400
2019-07-09T06:00:00+00:00,6.383
2019-07-09T12:00:00+00:00,6.366
2019-07-09T18:00:00+00:00,6.350
2019-07-10T00:00:00+00:00,6.341
2019-07-10T06:00:00+00:00,6.331
2019-07-10T12:00:00+00:00,6.316
2019-07-10T18:00:00+00:00,6.297
2019-07-11T00:00:00+00:00,6.277
2019-07-11T06:00:00+00:00,6.258
2019-07-11T12:00:00+00:00,6.240
2019-07-11T18:00:00+00:00,6.224
2019-07-12T00:00:00+00:00,6.215
2019-07-12T06:00:00+00:00,6.205
2019-07-12T12:00:00+00:00,6.190
2019-07-12T18:00:00+00:00,6.171
2019-07-13T00:00:00+00:00,6.152
2019-07-13T06:00:00+00:00,6.133
2019-07-13T12:00:00+00:00,6.115
2019-07-13T18:00:00+00:00,6.098
2019-07-14T00:00:00+00:00,6.082
2019-07-14T06:00:00+00:00,6.067
2019-07-14T12:00:00+00:00,6.051
2019-07-14T18:00:00+00:00,6.036
2019-07-15T00:00:00+00:00,6.021
2019-07-15T06:00:00+00:00,6.005
2019-07-15T12:00:00+00:00,5.990
2019-07-15T18:00:00+00:00,5.975
2019-07-16T00:00:00+00:00,6.054
2019-07-16T06:00:00+00:00,6.578
2019-07-16T12:00:00+00:00,7.057
2019-07-16T18:00:00+00:00,7.132
2019-07-17T00:00:00+00:00,6.918
2019-07-17T06:00:00+00:00,6.614
2019-07-17T12:00:00+00:00,6.340
2019-07-17T18:00:00+00:00,6.136
2019-07-18T00:00:00+00:00,6.000
2019-07-18T06:00:00+00:00,5.913
2019-07-18T12:00:00+00:00,5.859
2019-07-18T18:00:00+00:00,5.830
2019-07-19T00:00:00+00:00,5.801
2019-07-19T06:00:00+00:00,5.786
2019-07-19T12:00:00+00:00,5.769
2019-07-19T18:00:00+00:00,5.751
2019-07-20T00:00:00+00:00,5.733
2019-07-20T06:00:00+00:00,5.717
2019-07-20T12:00:00+00:00,5.701
2019-07-20T18:00:00+00:00,5.686
2019-07-21T00:00:00+00:00,5.672
2019-07-21T06:00:00+00:00,5.658
2019-07-21T12:00:00+00:00,5.643
2019-07-21T18:00:00+00:00,5.629
2019-07-22T00:00:00+00:00,5.616
2019-07-22T06:00:00+00:00,5.602
2019-07-22T12:00:00+00:00,5.588
2019-07-22T18:00:00+00:00,5.574
2019-07-23T00:00:00+00:00,5.561
2019-07-23T06:00:00+00:00,5.547
2019-07-23T12:00:00+00:00,5.533
2019-07-23T18:00:00+00:00,5.520
2019-07-24T00:00:00+00:00,5.506
2019-07-24T06:00:00+00:00,5.493
2019-07-24T12:00:00+00:00,5.479
2019-07-24T18:00:00+00:00,5.467
2019-07-25T00:00:00+00:00,5.461
2019-07-25T06:00:00+00:00,5.454
2019-07-25T12:00:00+00:00,5.441
2019-07-25T18:00:00+00:00,5.425
2019-07-26T00:00:00+00:00,5.408
2019-07-26T06:00:00+00:00,5.392
